creation_date,el_model,yp,indices,label,matching,result_date,prediction_instance
[67][M][readings/Sat-30-12-2023/2023-12-30T12-25-42],Magic,"[[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0]]","[1, 30, 54, 55, 58]","[15, 26, 29, 37, 49, 53, 38]",[],Sat-30-12-2023,66
[68][M][readings/Wed-03-01-2024/2024-01-03T19-10-45],Magic,"[[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]]","[7, 25, 28, 30, 54]","[1, 5, 19, 27, 38, 59, 55]",[],Wed-03-01-2024,67
[69][M][readings/Wed-03-01-2024/2024-01-03T19-25-51],Magic,"[[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]]","[9, 15, 25, 30, 50]","[1, 5, 19, 27, 38, 59, 55]",[],Wed-03-01-2024,68
[70][A][readings/Sat-06-01-2024/2024-01-06T13-21-22],Magic,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
  0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]]","[31, 35, 38, 40, 53]","[2, 23, 38, 43, 53, 54, 41]","[38, 53]",Sat-06-01-2024,69
[71][M][readings/Sat-06-01-2024/2024-01-06T13-33-56],Magic,"[[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
  0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[8, 19, 30, 35, 41]","[2, 23, 38, 43, 53, 54, 41]",[41],Sat-06-01-2024,70
[72][L][readings/Wed-10-01-2024/2024-01-09T03-31-18],Magic,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0]]","[6, 40, 41, 46, 51]","[1, 5, 15, 25, 45, 53, 2]",[],Wed-10-01-2024,71
[73][N][readings/Sat-10-02-2024/2024-02-04T14-08-09],Magic,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[6, 20, 22, 25, 40]","[4, 19, 24, 29, 43, 53, 34]",[],Sat-10-02-2024,72
[74][N][readings/Sat-24-02-2024/2024-02-18T15-06-46],Magic,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0
  1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[21, 25, 26, 36, 58]","[3, 4, 11, 20, 36, 56, 28]",[36],Sat-24-02-2024,73
[75][M][readings/Sat-24-02-2024/2024-02-18T15-20-37],Magic,"[[0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0]]","[6, 9, 46, 47, 58]","[3, 4, 11, 20, 36, 56, 28]",[],Sat-24-02-2024,74
[76][N][readings/Sat-24-02-2024/2024-02-18T15-42-05],Magic,"[[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
  0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[5, 18, 33, 35, 41]","[3, 4, 11, 20, 36, 56, 28]",[],Sat-24-02-2024,75
[77][C][readings/Wed-28-02-2024/2024-02-25T16-50-32],Magic,"[[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
  0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]]","[8, 24, 34, 40, 49]","[12, 21, 39, 44, 45, 50, 51]",[],Wed-28-02-2024,76
[78][M][readings/Wed-28-02-2024/2024-02-25T22-50-30],Magic,"[[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
  1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0]]","[9, 28, 36, 47, 58]","[12, 21, 39, 44, 45, 50, 51]",[],Wed-28-02-2024,77
[79][M][readings/Sat-02-03-2024/2024-03-02T17-46-51],Magic,"[[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
  0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]]","[3, 33, 38, 43, 57]","[2, 20, 34, 40, 48, 59, 6]",[],Sat-02-03-2024,78
[80][M][readings/Wed-06-03-2024/2024-03-06T16-51-06],Magic,"[[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0]]","[1, 22, 26, 50, 58]","[7, 11, 32, 37, 48, 58, 28]",[58],Wed-06-03-2024,79
[81][M][readings/Wed-13-03-2024/2024-03-13T18-59-03],Magic,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0
  1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]]","[21, 27, 34, 36, 47]","[24, 26, 28, 34, 35, 37, 48]",[34],Wed-13-03-2024,80
[82][N][readings/Wed-20-03-2024/2024-03-19T16-05-21],Magic,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
  1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0]]","[33, 36, 39, 47, 58]","[8, 10, 14, 25, 29, 35, 32]",[],Wed-20-03-2024,81
[83][N][readings/Sat-23-03-2024/2024-03-23T13-38-26],Magic,"[[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]]","[7, 8, 23, 25, 50]","[7, 15, 41, 43, 45, 50, 28]","[7, 50]",Sat-23-03-2024,82
[84][M][readings/Sat-23-03-2024/2024-03-23T15-42-04],Magic,"[[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[3, 4, 38, 42, 58]","[7, 15, 41, 43, 45, 50, 28]",[],Sat-23-03-2024,83
[85][N][readings/Sat-30-03-2024/2024-03-24T14-39-07],Magic,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0]]","[23, 42, 45, 51, 54]","[15, 16, 19, 37, 49, 51, 17]",[51],Sat-30-03-2024,84
[86][C][readings/Sat-30-03-2024/2024-03-24T14-55-49],Magic,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
  1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[6, 26, 30, 36, 39]","[15, 16, 19, 37, 49, 51, 17]",[],Sat-30-03-2024,85
[87][N][readings/Sat-30-03-2024/2024-03-28T14-35-35],Magic,"[[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0]]","[11, 23, 41, 53, 54]","[15, 16, 19, 37, 49, 51, 17]",[],Sat-30-03-2024,86
[88][M][readings/Sat-30-03-2024/2024-03-30T12-30-42],Magic,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0]]","[6, 25, 49, 50, 51]","[15, 16, 19, 37, 49, 51, 17]","[49, 51]",Sat-30-03-2024,87
[89][M][readings/Sat-30-03-2024/2024-03-30T12-44-53],Magic,"[[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
  0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]","[9, 33, 35, 45, 58]","[15, 16, 19, 37, 49, 51, 17]",[],Sat-30-03-2024,88
[90][M][readings/Sat-30-03-2024/2024-03-30T12-58-00],Magic,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
  0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]]","[30, 35, 41, 42, 54]","[15, 16, 19, 37, 49, 51, 17]",[],Sat-30-03-2024,89
[91][N][readings/Sat-15-06-2024/2024-06-09T14-45-20],Magic,"[[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
  0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0]]","[6, 26, 37, 51, 55]","[1, 9, 25, 29, 34, 39, 22]",[],Sat-15-06-2024,90
[92][C][readings/Sat-15-06-2024/2024-06-09T15-05-45],Magic,"[[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0]]","[3, 4, 25, 49, 55]","[1, 9, 25, 29, 34, 39, 22]",[25],Sat-15-06-2024,91
[93][C][readings/Sat-22-06-2024/2024-06-20T19-29-31],Magic,"[[0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[4, 12, 28, 29, 46]","[5, 9, 18, 32, 44, 58, 34]",[],Sat-22-06-2024,92
[94][N][readings/Sat-22-06-2024/2024-06-21T18-31-38],Magic,"[[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
  0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]]","[11, 18, 26, 38, 47]","[5, 9, 18, 32, 44, 58, 34]",[18],Sat-22-06-2024,93
[95][MNC][readings/Sat-13-07-2024/2024-07-12T17-59-53],Magic,"[[0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[3, 12, 13, 28, 46]","[22, 27, 37, 38, 49, 51, 59]",[],Sat-13-07-2024,94
